county,year,f_0,f_1,f_5,f_10,f_15,f_20,f_25,f_30,f_35,f_40,f_45,f_50,f_55,f_60,f_65,f_70,f_75,f_80,f_85,f_90,m_0,m_1,m_5,m_10,m_15,m_20,m_25,m_30,m_35,m_40,m_45,m_50,m_55,m_60,m_65,m_70,m_75,m_80,m_85,m_90,total_population,children_under_5,working_age,elderly_65plus,sex_ratio,dependency_ratio,child_dependency_ratio,elderly_dependency_ratio,pct_children,pct_elderly
Nyeri,2021,7532.66455078125,29534.294921875,36631.9453125,36479.27734375,36353.9453125,28594.51171875,24297.740234375,26167.19921875,29027.83984375,24750.935546875,22986.37890625,22772.08203125,16674.544921875,10407.5390625,7625.50634765625,6208.3916015625,5062.6884765625,3391.597900390625,1655.347412109375,909.98095703125,7781.34765625,30486.859375,37203.046875,37358.91796875,37409.078125,30574.6875,24448.005859375,26725.978515625,27827.900390625,24037.61328125,22036.48046875,20444.361328125,15802.71875,9327.10546875,6566.068359375,5457.2216796875,3006.13916015625,1539.343505859375,803.873291015625,472.5787658691406,746373.7379455566,75335.16650390625,480666.646484375,42698.73745727539,97.94329959083387,24.556291730347585,15.673058876648135,8.883232853699448,10.093491058684796,5.7208252764635725
Samburu,2021,6094.62646484375,23895.9921875,29944.9140625,26156.7890625,19594.927734375,16713.677734375,12774.744140625,9978.060546875,6889.212890625,5578.31201171875,5212.50341796875,3770.12109375,2521.428466796875,2597.584228515625,1478.8199462890625,1217.991943359375,696.4573364257812,422.8284912109375,284.4083557128906,222.40786743164062,6193.08984375,24264.15625,30698.87109375,27732.7265625,22930.09375,16981.130859375,12861.3681640625,9843.31640625,6700.6396484375,6214.00927734375,4873.4482421875,3408.77783203125,2485.83837890625,2268.65185546875,1129.748046875,1081.5869140625,610.160888671875,300.2731018066406,173.97903442382812,120.94695281982422,356918.6210861206,60447.86474609375,174197.8466796875,7739.6088790893555,102.74190290278251,39.14369489914835,34.700695730897536,4.442999168250821,16.93603560446019,2.1684519724797076
Siaya,2021,13774.2783203125,54006.59765625,74126.390625,79208.0078125,65182.5546875,45484.7109375,37999.65625,35992.12109375,27776.6015625,23258.2421875,18971.685546875,19281.248046875,16942.296875,14431.6728515625,10770.150390625,7334.794921875,5236.33984375,3378.212890625,1636.3804931640625,871.013427734375,13875.724609375,54364.26953125,73872.59375,78909.3984375,63973.51953125,40735.6171875,31520.880859375,31901.28515625,28034.958984375,21881.1328125,15921.2548828125,13587.107421875,11340.529296875,9203.8408203125,6778.2919921875,5025.77734375,2789.97412109375,1495.544677734375,794.4095458984375,468.62890625,1062137.6962890625,136020.8701171875,573420.9169921875,46579.5185546875,91.14783233534904,31.844040435372335,23.720946705374665,8.123093729997667,12.806331099293663,4.3854500897038875
TaitaTaveta,2021,4391.740234375,17217.62890625,20062.36328125,20789.40234375,18941.92578125,15205.365234375,13298.94921875,12067.1484375,11705.404296875,9594.146484375,8765.84375,7306.90234375,6179.10546875,4587.978515625,3161.6435546875,2085.30126953125,1405.3026123046875,979.2281494140625,570.8404541015625,393.3768615722656,4438.6875,17388.73828125,20249.1015625,20936.734375,19250.4609375,16398.4296875,14549.7353515625,14184.5234375,13479.056640625,11039.65625,9563.4912109375,8011.548828125,5985.98828125,4344.4736328125,2897.23388671875,1815.059326171875,1036.0982666015625,529.1065673828125,245.78662109375,135.42916870117188,365188.93701171875,43436.794921875,224460.1337890625,15254.40673828125,104.34769186241101,26.14771748969534,19.351674699924637,6.796042789770701,11.89433482769527,4.177127287344891
TanaRiver,2021,11173.90625,43810.9765625,53715.09375,46976.53515625,35631.86328125,29446.119140625,24391.423828125,18544.587890625,15485.705078125,11878.515625,9670.16015625,7977.634765625,5505.28759765625,4987.85400390625,2738.086669921875,2044.8489990234375,1005.0578002929688,597.2386474609375,491.8070373535156,472.06085205078125,11946.728515625,46806.5703125,58097.90625,50628.93359375,37852.0625,29949.521484375,22690.70703125,18435.09375,15699.4814453125,13099.4404296875,10135.673828125,8690.4599609375,6197.0029296875,5212.5869140625,2576.884765625,1997.1929931640625,1042.402099609375,533.908447265625,352.0673522949219,259.8087463378906,668749.1964416504,113738.181640625,331481.181640625,14111.36441040039,104.79556619107515,38.5691716851768,34.31210817992502,4.257063505251774,17.007598999118777,2.110113101516322
Tharaka-Nithi,2021,3648.49462890625,14305.126953125,18479.595703125,20137.412109375,18890.1171875,13487.9072265625,11302.421875,11525.2998046875,11267.36328125,9160.7958984375,9048.2431640625,6575.2451171875,6002.939453125,4411.0966796875,3348.72021484375,2478.23291015625,1579.247314453125,1163.3983154296875,759.2224731445312,511.3772888183594,3661.861083984375,14346.9541015625,18693.564453125,20147.978515625,18474.302734375,13494.8046875,11199.353515625,11495.07421875,11069.548828125,9280.650390625,8490.3544921875,6596.9326171875,5779.1875,4233.9462890625,2815.9638671875,2011.0078125,1148.3660888671875,647.0543212890625,359.3109130859375,224.1073760986328,332252.58140563965,35962.436767578125,201785.5849609375,17046.008895874023,97.67260753871479,26.269689023481902,17.82210397959789,8.447585043884013,10.823824638302028,5.130436857332626
TransNzoia,2021,14322.984375,56157.109375,75011.484375,76710.4921875,66856.1796875,45774.7890625,37018.2734375,33644.140625,26730.59765625,24132.8046875,19085.15625,16389.86328125,13227.564453125,9034.3642578125,5650.67724609375,3533.04296875,2575.421142578125,1656.762451171875,787.3064575195312,441.8570556640625,14657.486328125,57426.2109375,75504.65625,76630.578125,67110.78125,44751.15625,34083.06640625,32334.912109375,27652.115234375,23282.625,18323.587890625,14665.560546875,11723.9970703125,8390.642578125,5036.36669921875,3299.63623046875,1856.4322509765625,972.0315551757812,484.03533935546875,272.28076171875,1047199.0298461914,142563.791015625,574212.177734375,26565.850158691406,98.05524543636007,29.45420660384429,24.827719881895927,4.626486721948366,13.613820004833677,2.5368482400707815
Turkana,2021,14670.865234375,57521.5234375,75503.7578125,70064.546875,58250.4296875,45452.4453125,38194.5703125,29191.12890625,23915.30078125,18054.34375,13499.736328125,10464.126953125,7050.8349609375,6305.6279296875,4061.79833984375,3086.3798828125,1759.4954833984375,894.241943359375,448.494873046875,318.46795654296875,14969.3525390625,58648.56640625,78839.625,77216.734375,71629.0859375,56439.1640625,42208.046875,30395.4765625,22526.13671875,18154.1015625,13076.5234375,10484.26171875,6266.3447265625,5210.57373046875,2994.3369140625,2430.12548828125,1291.8748779296875,547.1220703125,256.70465087890625,173.2768096923828,992465.5512237549,145810.3076171875,526768.2602539062,18262.319290161133,107.32164683992613,31.147022189276246,27.68016196475198,3.4668602245242637,14.691724809732367,1.840096038360512
UasinGishu,2021,16420.50390625,64382.0,77608.5078125,80509.390625,77303.859375,71618.03125,58114.90625,49664.82421875,39702.03515625,31273.490234375,25907.955078125,18629.34765625,14329.6015625,9073.4658203125,5928.9462890625,3553.106689453125,2893.71240234375,1945.94775390625,872.3106689453125,467.0075378417969,16647.08984375,65222.3125,79203.8125,79086.859375,73812.1875,70763.609375,58795.828125,51276.55078125,42780.36328125,33475.8046875,27097.02734375,19385.359375,14076.59765625,8797.115234375,5359.66796875,3443.84814453125,2103.966796875,1116.0614013671875,512.8174438476562,265.74365234375,1303421.573272705,162671.90625,795877.9599609375,28463.136749267578,100.46503807759773,24.015622069575677,20.439302811951734,3.5763192576239424,12.480375466055401,2.1837245395440794
Vihiga,2021,6661.9697265625,26120.44921875,37951.6171875,41903.72265625,36708.7265625,21175.208984375,16761.134765625,16711.58203125,15242.609375,13704.8125,11909.083984375,12023.77734375,10634.5654296875,8918.8212890625,6446.193359375,4174.39453125,3339.11669921875,2260.326416015625,1054.5916748046875,554.869140625,6605.7451171875,25880.91796875,37607.2578125,41063.4765625,36151.76171875,21107.54296875,14474.212890625,14753.435546875,14010.0986328125,12176.5947265625,10549.029296875,9488.7607421875,8271.076171875,7138.587890625,5222.92041015625,3821.011962890625,2211.40625,1168.4462890625,583.852783203125,324.4945373535156,566868.2031555176,65269.08203125,311911.4228515625,31161.624053955078,92.64353933702863,30.91605469386612,20.92551835214811,9.990536341718007,11.51397832299014,5.49715504953204
Wajir,2021,13725.048828125,53813.578125,71074.015625,61690.6953125,46568.47265625,33149.7578125,29775.21875,23622.4765625,19210.9453125,14339.486328125,7363.314453125,6327.50244140625,3456.19482421875,2809.3701171875,1252.892333984375,1100.98583984375,474.2171630859375,270.9482727050781,259.4813232421875,340.21044921875,13856.267578125,54288.02734375,74722.4140625,75088.21875,60905.515625,37147.6640625,29424.896484375,25758.10546875,18836.85546875,18173.646484375,10363.03515625,10671.6474609375,5299.97314453125,5028.96484375,1989.158935546875,1707.0521240234375,844.892578125,383.3499450683594,245.7172393798828,219.38162231445312,835579.5969085693,135682.921875,408233.04345703125,9088.287826538086,113.90847946795229,35.46288376746162,33.236633841787814,2.226249925673809,16.238180345354543,1.087662726586722
WestPokot,2021,13453.751953125,52744.97265625,61090.640625,53053.8515625,40275.41015625,31841.31640625,24411.75,19618.724609375,13859.5947265625,11743.38671875,10503.1083984375,7876.27294921875,5331.0947265625,4853.623046875,3611.089111328125,2420.214111328125,1377.0928955078125,793.5380249023438,437.7855224609375,324.7583312988281,13643.0,53447.65625,61285.0625,52953.9453125,40576.015625,30269.546875,23791.95703125,20116.3203125,14170.03125,11658.19140625,10383.55859375,7513.91064453125,5128.40185546875,3962.86669921875,2747.629150390625,2011.3939208984375,1010.9342651367188,443.78216552734375,203.8211212158203,121.96798706054688,715061.9694976807,133289.380859375,337885.08203125,15504.006607055664,98.83711679508211,44.03668447625314,39.44814019550217,4.588544280750976,18.640255886214817,2.168204612803975
Baringo,2022,10172.50390625,39410.6796875,49577.84375,49933.421875,42178.56640625,32279.57421875,24650.30859375,19877.5390625,16001.1396484375,13187.048828125,12097.4775390625,10074.4609375,7357.033203125,5680.51708984375,4076.24169921875,2780.3095703125,1721.95654296875,1147.51220703125,731.4323120117188,564.4974365234375,10668.71875,41308.890625,51929.10546875,52349.5234375,44673.0859375,33523.94921875,24181.552734375,20435.63671875,16696.2578125,13426.486328125,11495.970703125,9036.6171875,7001.3203125,5448.57421875,3684.2744140625,2608.3876953125,1359.0758056640625,651.5187377929688,356.33648681640625,234.61485290527344,694569.9619598389,101560.79296875,369303.11669921875,19916.157760620117,102.20373551959159,32.893562289729545,27.50065958730233,5.39290270242722,14.622111310742575,2.86740844715247
Bomet,2022,12382.447265625,47972.51953125,63171.64453125,68601.359375,61230.8671875,45972.5859375,37084.203125,34452.71875,20843.71875,20049.875,18778.96484375,12113.3232421875,11054.3857421875,7660.3974609375,5171.4541015625,3376.85107421875,2500.5654296875,1866.527587890625,1081.3076171875,626.7333374023438,12807.8212890625,49591.421875,65699.15625,68263.6875,61309.9140625,43676.296875,34008.7734375,31822.0078125,26145.51171875,21033.0625,18424.578125,11763.390625,9727.072265625,7097.59912109375,4485.71337890625,3045.16650390625,1673.990234375,873.7774658203125,493.6339111328125,306.7597351074219,948241.784576416,122754.2099609375,534249.2465820312,25502.480377197266,99.21361878644895,27.750472515710083,22.976955184547784,4.7735173311622985,12.945454625348784,2.6894491248969103
Bungoma,2022,28616.67578125,110863.953125,152765.515625,162453.296875,139921.15625,91477.6171875,71377.25,66251.609375,50457.5078125,47007.2578125,38040.29296875,34124.59765625,29133.51171875,20714.751953125,13212.5517578125,7804.51416015625,5850.31689453125,3734.91552734375,1755.4158935546875,981.0386352539062,28565.70703125,110601.3359375,153527.34375,159594.484375,138762.5,86990.6015625,62386.41796875,59021.81640625,49901.828125,42214.2421875,35335.71875,28116.31640625,24650.7890625,17626.111328125,10322.9248046875,6197.99267578125,3931.24755859375,2058.384033203125,1014.8524169921875,591.3323364257812,2097955.693725586,278647.671875,1133511.89453125,57455.48669433594,94.87881468392445,29.651489339538628,24.582686182594614,5.068803156944017,13.281866376318588,2.7386415674158253
Busia,2022,12819.6396484375,49657.546875,67330.9609375,73134.1015625,65800.53125,43824.76953125,34331.80078125,31073.67578125,23738.01171875,21163.6171875,16827.8203125,17108.16015625,14309.205078125,10561.080078125,6963.6533203125,4457.2568359375,3128.734130859375,2005.2867431640625,1038.6373291015625,627.60546875,12744.427734375,49336.640625,65776.703125,70922.640625,63386.62109375,40379.3359375,28150.1015625,26500.78125,23303.39453125,19158.23046875,14679.1669921875,12883.662109375,10961.177734375,7934.96044921875,4911.345703125,3327.22216796875,2060.96435546875,1068.1846923828125,548.27001953125,322.49615478515625,958258.4220581055,124558.2548828125,526076.1040039062,30459.65692138672,91.68921918245925,29.46682250426797,23.676850922293102,5.789971581974868,12.998399180806752,3.1786474525281814
Elgeyo-Marakwet,2022,6117.0537109375,23698.908203125,29896.75390625,30502.625,27278.001953125,20517.0703125,15753.8984375,13468.419921875,10533.5263671875,9014.4130859375,8360.703125,6071.2607421875,5314.4169921875,3897.6611328125,2760.7724609375,1930.96826171875,1367.1856689453125,892.6314697265625,478.72900390625,303.73736572265625,6197.45751953125,23996.33203125,30792.375,30249.32421875,27283.74609375,21713.986328125,15989.486328125,13650.9326171875,11472.41015625,9354.05859375,8314.0283203125,5594.3720703125,5025.35302734375,3638.98583984375,2587.27197265625,1639.70166015625,1000.7752685546875,495.7895812988281,231.9112091064453,134.20974731445312,437521.2447052002,60009.75146484375,242246.7314453125,13823.683670043945,100.55178650092995,30.478609430301308,24.772161468106756,5.706447962194552,13.715848588170399,3.1595456991713124
Embu,2022,6973.98388671875,27018.85546875,32359.86328125,35860.16015625,35559.8203125,28348.625,23362.41796875,24045.97265625,24814.01953125,20358.615234375,17939.546875,16390.85546875,13337.736328125,8503.9892578125,6520.0634765625,4358.1689453125,2837.144775390625,2285.3427734375,1607.71435546875,1046.0709228515625,7186.2763671875,27825.00390625,32804.5859375,36205.671875,36098.03125,30590.0859375,25739.77734375,25832.884765625,25988.630859375,21336.1328125,17773.41796875,15042.6025390625,12468.42578125,7793.39697265625,5709.8525390625,3256.040771484375,1933.1474609375,1168.557861328125,660.9159545898438,369.178955078125,669311.5845336914,69004.11962890625,431324.98486328125,31752.198791503906,100.67569878758968,23.35972224107242,15.998173546746603,7.361548694325816,10.309715418564187,4.74400854926568
Garissa,2022,15478.9833984375,59968.36328125,82224.390625,73810.3515625,61230.68359375,46334.5,39155.203125,28830.9921875,27124.1875,20856.490234375,11709.0185546875,11383.2626953125,4537.3955078125,5714.02587890625,1941.97998046875,2483.309326171875,977.2913818359375,652.2617797851562,1115.20166015625,1312.1787109375,17169.234375,66477.71875,94484.28125,93569.109375,75673.578125,53923.625,34368.7421875,28093.5390625,22934.8671875,23809.41796875,14632.5810546875,16222.8193359375,7268.833984375,8150.5009765625,2692.003173828125,3153.7421875,1270.7720947265625,709.669921875,911.3171997070312,790.2720947265625,1063146.6962890625,159094.2998046875,541954.2641601562,18009.99951171875,113.98167305300582,32.6788275373859,29.355668979047383,3.323158558338514,14.964472951852246,1.6940276985841238
HomaBay,2022,16830.875,65206.76953125,84471.3125,90684.2734375,73878.421875,53939.8671875,43044.20703125,41164.95703125,28100.4609375,24463.658203125,19846.498046875,16409.50390625,15696.658203125,12760.294921875,9056.740234375,5975.55078125,3854.326171875,2384.5009765625,1263.06103515625,780.5081787109375,17008.05078125,65854.5625,83950.5703125,89958.765625,72042.40625,47474.8359375,34832.1484375,33184.93359375,29350.376953125,22935.078125,15680.7158203125,12173.912109375,10897.048828125,8816.396484375,6081.328125,4170.7958984375,2304.40087890625,1160.8675537109375,638.994384765625,421.7452697753906,1168750.379058838,164900.2578125,616692.3798828125,38092.81948852539,91.65735108831132,32.91642379943131,26.73946738953306,6.1769564098982395,14.109108391929642,3.259277615738655
Isiolo,2022,6216.8955078125,24085.71484375,29075.52734375,26515.521484375,21763.029296875,17514.458984375,14113.3173828125,12155.130859375,9459.08984375,6637.7734375,5128.93798828125,4260.48974609375,3629.71630859375,2793.187255859375,1528.4422607421875,1188.197265625,622.8045043945312,425.7330322265625,358.8135986328125,317.82928466796875,6358.6103515625,24620.31640625,30713.03125,29444.056640625,25733.7109375,19243.001953125,15366.5439453125,13957.09375,10821.91015625,8345.5673828125,5795.2705078125,5070.1044921875,3700.348388671875,3403.90771484375,1658.094482421875,1270.839599609375,678.4094848632812,340.6335144042969,225.1394805908203,167.6808624267578,394704.8815307617,61281.537109375,208892.59033203125,8782.617370605469,110.18350227863203,33.54075621764021,29.336386231780182,4.204369985860028,15.525913151038381,2.225109893889414
